Name|Meaning|link
Prisha |  Beloved, Darling, Loved, Loving, Affectionate, Caring, Dear, Esteemedtalent Given By God, Gods Gift, God'S GiftSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/prisha/
Shreyanshi |  Superior, Higher | https://parenting.firstcry.com/articles/name-meaning/shreyanshi/
Rithanya |  One Who Is Endowed With Immense Capabilities, Name Of Goddess Saraswati | https://parenting.firstcry.com/articles/name-meaning/rithanya/
Manasvi |  Intelligent, Clever, Ingenious, Wise, Sage, Astute, Sensible, Practical, Judiciousintelligent, Self | https://parenting.firstcry.com/articles/name-meaning/manasvi/
Manisha |  Intellect, Mind, Nous, Desire, Wish, Fancy, Aspire Tointellect, Goddess Of Mind, Wisdom, Thoughtfulness, Hymn, Intellectual, Knowledgeable, Wise, Well Learned, Brilliant, IntelligentSimilar... | https://parenting.firstcry.com/articles/name-meaning/manisha/
Harinakshi |  Doe Eyed, One With Eyes Like Deer, One Who Has Beautiful EyesSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/harinakshi/
Pavani |  One Of Many Names Of Goddess Ganga Signifying Her As Holy, Sacred And A Cleanser Of All SinsSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pavani-2/
Vaanya |  Hindu Female Deity Of Forests, Van Ki Devi, Gods Gift, God Is Gracious, Name Of The Hindu Deity Of Forests.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/vaanya/
Aamani |  Good Wish, Spring Season (Vasanth Ritu), Spring Season, Vasanth Ritu, Season Of Flowers, Pleasant Early Morning SurroundingsSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/aamani/
Janhavi |  Ganga The River, One Of Many Names Of Goddess Parvathi Representing Her As River GangaSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/janhavi/
Rakshitha |  Who Protect | https://parenting.firstcry.com/articles/name-meaning/rakshitha/
Adrita |  Independent, Self | https://parenting.firstcry.com/articles/name-meaning/adrita/
Priti |  Affection, Fondness, Caring, Love, Deep Affection, Devotionaffection, One Who Brings Pleasure, Love And JoySimilar Names: | https://parenting.firstcry.com/articles/name-meaning/priti/
Chaitanya |  The One Filled With Radiance And LifeSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chaitanya-2/
Aashna |  Beloved, Darling, Loved, Friend, Companion, Sister, Dearmost, Devoted To Love, The One To Be Acknowledged Or Praised, Someone Who Treasures Love,... | https://parenting.firstcry.com/articles/name-meaning/aashna/
Kajal |  Eyeliner, Kohl, Collyrium, Muscara Surma, Decoration For Womens Eyes, Black Eye LinerSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/kajal/
Krithika |  Name Of A Star, Well Starred, From The Nakshatra Kritika | https://parenting.firstcry.com/articles/name-meaning/krithika/
Bhumi |  Earth, World, Land, Base, Foundation, Basis, Introduction, Institution, Startearth | https://parenting.firstcry.com/articles/name-meaning/bhumi-2/
Anushka |  Grace, Elegance, Gracefulness, Russian, A Term Of Endearment, God Has Shown Favour, Ray Of Light, The Graceful OneSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/anushka/
Aanaya |  Without A Superior, God Has Shown Favour | https://parenting.firstcry.com/articles/name-meaning/aanaya/
Druti |  SoftenedSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/druti/
Ridhi |  Prosperity, Wealth, Luxury, Affluence, Mammon, Success, Favourable Outcome, Prosperitygood Fortune, Superiority, Supernatural Power | https://parenting.firstcry.com/articles/name-meaning/ridhi/
Madhumita |  Licious, Full Of Honey, Sweet PersonSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/madhumita/
Pauravi |  Descendant From Puru, Daughter Of The Mountain, One Of The Many Names Of Goddess SaraswatiSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pauravi/
Udvita |  River Of Lotuses, A River Filled With Lotus Flowers.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/udvita/
Akanksha |  Desire, Wish, Fancy, Aspire To, Hope, Aspiration, Longingdesire, AmbitionSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/akanksha/
Aanshi |  Gods Gift, The One Who Is Herself A Gift Of GodSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/aanshi/
Dhruvi |  Firm, Hard, Solidifiedfirm, One Who Has A Lot Of Energy, Is Firmly FixedSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/dhruvi/
Dipti |  Brightness, Brilliance, Sparkle, Beauty, Attractiveness, Lovelinessflame Or Luster Or Glow Or Shine, A Shining Last Ray Of Hope, BrightSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/dipti/
Prasheila |  Origin, Beginning, Source, Dawn, Day Oneancient Time, Starting Point, Ancient TimeSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/prasheila/
Sadhvi |  Courteous, Polite, Gentlemanly, Well Mannered, Tactful, Simple, Straightforward, As Easy As Falling Off A Logreligious Women, Loyal, Decent, Worthy, Chaste, Devout... | https://parenting.firstcry.com/articles/name-meaning/sadhvi/
Anisha |  Close, Near, Not Far From, Intimate, Chummy, Continuous, Continual, Consecutiveclose, Good Friend, Without Darkness, Light, Unceasing, Generous, Loyal, A Good Friend,... | https://parenting.firstcry.com/articles/name-meaning/anisha/
Arvi |  Fresh Water, Green Water | https://parenting.firstcry.com/articles/name-meaning/arvi-2/
Rishika |  Silken, Saintly, Holy, Virtuous, Pious, Religious, Sanctimonioussilken, Learned, Divine Worshippers, A Variant Form Of Name RishiSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/rishika/
Pravina |  Skilled, Experienced, Crackgoddess Saraswati, Feminine Form Of Pravin, A Sanskrit Name Meaning "Skilled", A Variant Spelling Is PraveenaSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pravina/
Soumya |  Peace, Tranquillity, Privacy, Handsome, Good | https://parenting.firstcry.com/articles/name-meaning/soumya/
Jinisha |  God Is Gracious, Superior Person, It Means Superior. Girls With This Name Are Strong, Intelligent And Independent. They Never Compromise About... | https://parenting.firstcry.com/articles/name-meaning/jinisha/
Ruhi |  Soul, Spirit, Personaa Music Tune, A Flower, Who Touches The Heart, One With A Beutiful SoulSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/ruhi/
Pankhuri |  Petal, Petals Of Flowers, Soft And Tender Like A Flower PetalSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pankhuri/
Sarvavahanavahana |  One Who Rides All Vehicles | https://parenting.firstcry.com/articles/name-meaning/sarvavahanavahana/
Khushi |  Happiness, Contentment, Exuberance, Smile, Grin, Be All Smileshappiness, Delight (Celebrity Name: Sridevi), Khushi Name Means She Is Pleasure And HappinessSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/khushi/
Aeindri |  Power Of Lord Indra | https://parenting.firstcry.com/articles/name-meaning/aeindri/
Mayra |  Beloved, Darling, Loved, Favorable, Approving, Good, Admirable, Commendable, Excellentbeloved, Marvellous, A Beloved GirlSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/mayra/
Akshita |  Permanent, Lasting, Perdurable, Saved, Guarded, Cautious, With Reservationspermanent, Can Not Be Broken Easily.Secure, Wonder Girl, Permanent Or ConstantSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/akshita/
Anju |  Beloved, Darling, Lovedone Who Lives In Heart, They Are Eternal Strange Love Sent From Heaven And Are A BlessingSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/anju/
Nikitha |  Earth, World, Land, Victorious, Triumphant, Prizewinning, Unconquerable | https://parenting.firstcry.com/articles/name-meaning/nikitha/
Saisha |  With Great Desire And Wish, Truth Of Life | https://parenting.firstcry.com/articles/name-meaning/saisha/
Janvi |  Ganga  | https://parenting.firstcry.com/articles/name-meaning/janvi/
Babita |  Stranger, Unknown Person, Newcomerlittle Girl, One Who Has An InspirationSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/babita/
Anjali |  Homage, Respect, Tribute, Respectful, Deferential, Politehomage, Offring With Both Hands, One Who Joins Both Hands Together In Prayer, Offering With Devotion... | https://parenting.firstcry.com/articles/name-meaning/anjali/
Shruthika |  Goddess Parvati, It Is Another Name Of Goddess Sharada, As Shrut Devi | https://parenting.firstcry.com/articles/name-meaning/shruthika/
Harshita |  Happy, Contented, Cock | https://parenting.firstcry.com/articles/name-meaning/harshita/
Tanvika |  Na | https://parenting.firstcry.com/articles/name-meaning/tanvika/
Hemalatha |  Golden Creeper, Golden Wine, One Who Is Like A Golden Creeper Or Golden VineSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/hemalatha/
Pragati |  Progress, Forward Movement, Going, Improve, Make Better, Give A Facelift ToprogressSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pragati/
Sia |  Goddess Sita, White Moonlight, A Handsome Woman, White Doorvaa Grass, Arabian Jasmine, Candied Sugar, One Who Is Victorious, One Who Won | https://parenting.firstcry.com/articles/name-meaning/sia/
Ashvi |  Blessed And Victorious, Little Mare | https://parenting.firstcry.com/articles/name-meaning/ashvi/
Niharika |  Nebula, Misty, Hazy, Blurrydew Drops, Bunches Of Star, The Milky Way, The One Who Looks Very Attractive. | https://parenting.firstcry.com/articles/name-meaning/niharika/
Shweta |  White, Colourless, Snowywhite, One Who Is As Pure As The White Colour, White ComplexionedSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/shweta-2/
Lincy |  Indian NameSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/lincy/
Sanskriti |  Culture, The Arts, Intellectual Achievement, Refinement, Purification, Rectification, Civilisation, Perfection, Determination Civilisation | https://parenting.firstcry.com/articles/name-meaning/sanskriti/
Srinika |  Goddess Lakshmi Or Lotus Which Is In The Heart Of Lord Vishnu | https://parenting.firstcry.com/articles/name-meaning/srinika/
Thrisha |  Star, Celestial Body, Asteroid, Noble, Aristocratic, Gentlestar | https://parenting.firstcry.com/articles/name-meaning/thrisha/
Aashita |  Success, Favourable Outcome, Prosperityriver Yamuna, The One Who Is Creator Of Hope Or Is Very OptimisticSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/aashita/
Yakshita |  Wonder Girl | https://parenting.firstcry.com/articles/name-meaning/yakshita/
Smiti |  Happiness, Contentment, Exuberancehappiness, To Bring People Happiness | https://parenting.firstcry.com/articles/name-meaning/smiti/
Divyanka |  Divine, Godly, Spiritualdivine, A Divine Person Who Is A Gift Of GodSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/divyanka/
Aadrita |  Adorable, Lovable, Chocolate | https://parenting.firstcry.com/articles/name-meaning/aadrita/
Sakshi |  Witness, Observer, Bystander, Evidence, Proof, Support Forwitness, Someone Who Is A Witness | https://parenting.firstcry.com/articles/name-meaning/sakshi/
Manvitha |  Most Respectable | https://parenting.firstcry.com/articles/name-meaning/manvitha/
Raakhi |  Protector, Defender, Hired Gunthread Of Brother Sister Bonding, Symbol Of Protection, Full Moon In The Sravan Month, Destroyer Of Evil, Destroyer... | https://parenting.firstcry.com/articles/name-meaning/raakhi/
Aaditri |  Highest Honor, Goddess Lakshmi, Aaditri Is Another Name Of Goddess Laxmi, The Person Who Brings Wealth And ProsperitySimilar Names: | https://parenting.firstcry.com/articles/name-meaning/aaditri/
Harinika |  Goddess Of VasuSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/harinika/
Dharshika |  Perceiver | https://parenting.firstcry.com/articles/name-meaning/dharshika/
Aarchi |  Ray Of Light, The Name Means The Rays Of LightSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/aarchi/
Sharanya |  Surrendered, Peace, Tranquillity, Privacysurrendered | https://parenting.firstcry.com/articles/name-meaning/sharanya/
Parnika |  Creeper, Climbing Plant, Vinecreeper, A Small Leaf, Goddess Parvati, One Of Many Names Of Goddess ParvathiSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/parnika/
Hensi |  Na | https://parenting.firstcry.com/articles/name-meaning/hensi/
Aavantika |  Ujjain, Infinite, Boundless, Measureless, Humble, Meek, Modestancient Malwa, Modest, The Sacred City Of Ujjain | https://parenting.firstcry.com/articles/name-meaning/aavantika/
Advaita |  Unique, Distinctive, Singleunion Of Matter And Soul, Non Duality | https://parenting.firstcry.com/articles/name-meaning/advaita-2/
Poorva |  Earlier, One, Unit, Monad, Elder, Older, Seniorearlier, East, Earlier One, AnscestralSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/poorva/
Nisheeta |  Sharp, Keen, Sharpened, Alert, Vigilant, On The Lookout, Fast, Speedy, Briskvery Dedicated | https://parenting.firstcry.com/articles/name-meaning/nisheeta/
Braahmi |  Sacred, Holy, Religious, Saintly, Righteoussacred, A Kind Of Plant, Female Energy Of BramhaSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/braahmi/
Arpita |  Dedicate, Devote, Inscribe, Presenting, Offered, OfferingSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/arpita/
Paramjyoti |  Goddess Durga.Greatest Splendor | https://parenting.firstcry.com/articles/name-meaning/paramjyoti-2/
Samskruti |  Being Traditional | https://parenting.firstcry.com/articles/name-meaning/samskruti/
Kanika |  Small, Little, Portable, Girl, Female Child, Schoolgirlan Atom, The Name Kanika Means Seed, Peace Of GoldSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/kanika/
Khushmita |  Happy Mood | https://parenting.firstcry.com/articles/name-meaning/khushmita/
Vyansi |  Part Of A Divine Power | https://parenting.firstcry.com/articles/name-meaning/vyansi/
Supriya |  Beloved, Darling, Loved, Beautiful, Attractive, Lovely, Self Loving, An Apsara Or Celestial, Cute, Adorable | https://parenting.firstcry.com/articles/name-meaning/supriya/
Divya Shree |  Divine, Godly, Spiritualdivine, Pure Light, Source Of Wisdom | https://parenting.firstcry.com/articles/name-meaning/divya-shree/
Prithika |  Flower, Bloom, Prime, Loveable, Dearmost, Loved One, AffectionateSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/prithika/
Kirishika |  Have Love And Kindness | https://parenting.firstcry.com/articles/name-meaning/kirishika/
Vinaya |  Modest, Self | https://parenting.firstcry.com/articles/name-meaning/vinaya/
Janvika |  Dispeller Of Ignorance, One Who Gathers Knowledge | https://parenting.firstcry.com/articles/name-meaning/janvika/
Akarsha |  Above Everybody | https://parenting.firstcry.com/articles/name-meaning/akarsha/
Rajvi |  Brave, Courageous, Undaunted, Queen, Monarch, King'S Consort, Royalty, From The Royal FamilySimilar Names: | https://parenting.firstcry.com/articles/name-meaning/rajvi/
Kavinaya |  Good Girl | https://parenting.firstcry.com/articles/name-meaning/kavinaya/
Hanvitha |  Happy, Contented, Cock | https://parenting.firstcry.com/articles/name-meaning/hanvitha/
Keertana |  Hymn, Religious Song, Antiphonhymn, A Song In Praise Of God, Keertana Means A Hymn, Song Praising The LordSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/keertana/
Pariyat |  Flower, Bloom, Prime, Beautiful, Attractive, Lovelyflower, Soft And Tender Like A FlowerSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pariyat/
Manjusree |  Graceful, Elegant, Fashionablegoddess Lakshmi, Divine Beauty, Name For Lakshmi, One Of Many Names Of Goddess LaxmiSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/manjusree/
Prateeksha |  Hope, Waiting, Wishing For, Desiring, FaithSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/prateeksha/
Shravani |  Aspirant, Flow, Run, Streamthe Day Of The Full Moon In The Month Of Shraavan, Born In The Month Of Shravan, Full... | https://parenting.firstcry.com/articles/name-meaning/shravani/
Bhawna |  Emotions, Feelings, Good FeelingsSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/bhawna/
Rashi |  Collection, Hoard, Accumulationthe Sign Of The Zodiac, Cluster Of Celestial Star Positions Signifying Good Luck And FortuneSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/rashi/
Drishya |  Sight, Eyesight, Viewsight, It Means Visible Or Something That Can Be Seen.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/drishya/
Hasita |  Delightful, Very Pleasant, Enjoyable, Happy, Contented, Cock | https://parenting.firstcry.com/articles/name-meaning/hasita/
Vaishali |  Great, Considerable, Large, Princess, An Ancient City Of India, Historical City. It'S Also The Birthplace Of Bhagwan Mahavir.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/vaishali/
Tanisha |  Ambition, Drive, Get | https://parenting.firstcry.com/articles/name-meaning/tanisha-2/
Angelie |  Angel, Messenger Of God, Paragon Of Virtuemessenger Of God, The One God Sent From HeavenSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/angelie/
Raga |  Melody, Tune, Musicality, Emotion, Feeling, Reaction, Beauty, Attractiveness, Lovelinessbelongs To Music Terms, Bringing To Life, Passionate, Desire Melody, A Form Of... | https://parenting.firstcry.com/articles/name-meaning/raga/
