Name|Meaning|link
Sharmista |  Beauty And Intelligent (Wife Of Yavati) | https://parenting.firstcry.com/articles/name-meaning/sharmista/
Hamsanandini |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/hamsanandini/
Srivarshini |  Na | https://parenting.firstcry.com/articles/name-meaning/srivarshini/
Pushpalathika |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/pushpalathika/
Prashvi |  Na | https://parenting.firstcry.com/articles/name-meaning/prashvi/
Vindhuja |  Knowledge, Understanding, Expertiseknowledge | https://parenting.firstcry.com/articles/name-meaning/vindhuja/
Lucia |  White, Colourless, Snowythe Light Of India, Bright LightSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/lucia/
Baruna |  Name Of A River, Wife Of Vann (Wife Of The Lord Of The Sea), Wife Of The Lord Of The SeaSimilar... | https://parenting.firstcry.com/articles/name-meaning/baruna/
Suranna |  A Woman Who Is Joyous | https://parenting.firstcry.com/articles/name-meaning/suranna/
Shreenidhi |  Treasure, Riches, Wealth, Affluence, Mammon, Prosperity, Luxurytreasure | https://parenting.firstcry.com/articles/name-meaning/shreenidhi/
Isheeta |  Mastery, Proficiency, Knowledge, Wealth, Affluence, Mammon, Superior, Higher | https://parenting.firstcry.com/articles/name-meaning/isheeta/
Tapamita |  Na | https://parenting.firstcry.com/articles/name-meaning/tapamita/
Yajna |  Worship, Reverence, Duliaworship | https://parenting.firstcry.com/articles/name-meaning/yajna/
Bhagirathi |  The River Ganga, The GangesSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/bhagirathi/
Cheshta |  Desire, Wish, Fancyto Try, Unending DesireSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/cheshta/
Poojasri |  Worship, Reverence, Duliagoddess Lakshmi | https://parenting.firstcry.com/articles/name-meaning/poojasri/
Tara |  Star, Celestial Body, Asteroid, Meteor, Falling Star, Fragance, The Pupil Of The Eye | https://parenting.firstcry.com/articles/name-meaning/tara/
Vasuda |  The Earth | https://parenting.firstcry.com/articles/name-meaning/vasuda/
Viruja |  Healthy, In Good Physical Condition, Flourishinghealthy | https://parenting.firstcry.com/articles/name-meaning/viruja/
Shrija |  Creative, Inventive, Artisticgoddess Lakshmi | https://parenting.firstcry.com/articles/name-meaning/shrija/
Tulasi |  Unmatched, Unequalled, Peerless, Unique, Distinctive, Single, Basil, Sacred Plant, A Sacred Plant (Basil), A Sacred Leaf Thought To Be The Incarnation... | https://parenting.firstcry.com/articles/name-meaning/tulasi/
Udichi |  One Who Grows With Prosperity, One Who Grows With Prosperity.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/udichi/
Bavitha |  Pure And Dignified | https://parenting.firstcry.com/articles/name-meaning/bavitha/
Tanmana |  One Who Is Filled With DesireSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/tanmana/
Chakranhi |  Na | https://parenting.firstcry.com/articles/name-meaning/chakranhi/
Elna |  Longing, Yearning, Wish, Cherished, Desired, Required, Appropriatelonging, A Creative As Well As Creative PersonSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/elna/
Pravasti |  Na | https://parenting.firstcry.com/articles/name-meaning/pravasti/
Bahudha |  A River | https://parenting.firstcry.com/articles/name-meaning/bahudha/
Shalaka |  Dart, Small Arrow, Missile, Needle, Indicator, Stylus, Parvati, Goddess Parvati, A Javeline, An Arrow, A Ruler, A Domino, A Pencil, A... | https://parenting.firstcry.com/articles/name-meaning/shalaka/
Mahek |  Aura, Atmosphere, Vibrations, Fragrance, Sweet Smell, Perfumesweet Odor, One Who Smell SweetSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/mahek/
Chakranhi |  Na | https://parenting.firstcry.com/articles/name-meaning/chakranhi/
Elna |  Longing, Yearning, Wish, Cherished, Desired, Required, Appropriatelonging, A Creative As Well As Creative PersonSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/elna/
Jabeene |  Forehead, Brow, Frons, Intelligence, Intellectual Capacity, Braininessforehead | https://parenting.firstcry.com/articles/name-meaning/jabeene/
Zaanjar |  AnkletSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/zaanjar-2/
Janaki Priya |  Goddess Sita, Beloved Of King Janak (Daughter Of King Janak), Daughter Of King JanakSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/janaki-priya/
Pavanika |  Na | https://parenting.firstcry.com/articles/name-meaning/pavanika/
Ria |  Gem, Jewel, Bijou, Graceful, Elegant, Fashionable, Singer, Vocalist, Chanteuserich Or From Hadria, Goddess Lakshmi, Spanish  | https://parenting.firstcry.com/articles/name-meaning/ria/
Kaushiki |  Silken, Hidden, Concealed, Unknowngoddess Durga, Enveloped With Silk, Kaushiki Name Means Covered In SilkSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/kaushiki/
Eravati |  Daughter Of The Ocean.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/eravati/
Suryakanthi |  A Kind Of Flower, Suns Rays | https://parenting.firstcry.com/articles/name-meaning/suryakanthi/
Tanaya |  Daughter, Female Child, Lass, Son, Male Child, Descendantdaughter, Born Of The BodySimilar Names: | https://parenting.firstcry.com/articles/name-meaning/tanaya/
Vipsa |  Succession, Sequence, Concatenation, Repetition, Reiteration, Recitalsuccession | https://parenting.firstcry.com/articles/name-meaning/vipsa/
Albel |  Different, Dissimilar, IncompatibledifferentSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/albel-2/
Nirma |  Nirmal | https://parenting.firstcry.com/articles/name-meaning/nirma/
Siddiksha |  Goddess Lakshmi, A Religious Ceremony | https://parenting.firstcry.com/articles/name-meaning/siddiksha/
Pritilata |  A Creeper Of Love, The Love'S Vine | https://parenting.firstcry.com/articles/name-meaning/pritilata/
Vipasha |  Limitless, Boundless, Infinitea River, A River Now Known As The Beas | https://parenting.firstcry.com/articles/name-meaning/vipasha/
Mehala |  Cloud, Mass, Swarm, Sickness, Illness, Lurgycloud, A Name Describing TendernessSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/mehala/
Sinchana |  Spurthi | https://parenting.firstcry.com/articles/name-meaning/sinchana/
Bodhana |  A Woman Who Is Awake And ExpandSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/bodhana/
Nahar |  The Day, In Arabic It Refers To The Daytime. In Hindi It Refers To A Small Stream Of Water | https://parenting.firstcry.com/articles/name-meaning/nahar-2/
Sraddha |  Veneration, Reverence, Honour, Worship, Dulia, Confidence, Trust, Relianceveneration, Goddess Chamundi, Fidelity, Respect, Faith | https://parenting.firstcry.com/articles/name-meaning/sraddha/
Sahitya |  Literature, Written Works, Printed Worksliterature, The Literate One, Some One Sho Appreciates LiteratureSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/sahitya/
Mahalaxmi |  Goddess Lakshmi, Lakshmi The Great, Consort Of Vishnu, She Is The Presiding Deity At Kolhapur, She Destroyed A Daitya Called Mahal... | https://parenting.firstcry.com/articles/name-meaning/mahalaxmi/
Soumika |  Kumbh | https://parenting.firstcry.com/articles/name-meaning/soumika/
Nisa |  Night, Darkness, All The Time, Women, Dream, Fantasy, Visionnight | https://parenting.firstcry.com/articles/name-meaning/nisa-2/
Jeneane |  The Mercy Of God Is ForeverSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/jeneane/
Niraimadhi |  Full Moon | https://parenting.firstcry.com/articles/name-meaning/niraimadhi/
Haasini |  Pleasant, Enjoyable, Entertaining, Wonderful, Marvellous, Superpleasant, Happy Or Full Of Laughter, An Apsara Or Celestial Nymph | https://parenting.firstcry.com/articles/name-meaning/haasini/
syamala |  Dusky, Shadowy, Unlit, Blackish | https://parenting.firstcry.com/articles/name-meaning/syamala/
Parushi |  The Beautiful And Intelligent | https://parenting.firstcry.com/articles/name-meaning/parushi/
Bhavada |  Real, Actual, Historicallife Giving | https://parenting.firstcry.com/articles/name-meaning/bhavada-2/
Bhavagna |  Lalitha Devi | https://parenting.firstcry.com/articles/name-meaning/bhavagna/
Wubitu |  Beautiful | https://parenting.firstcry.com/articles/name-meaning/wubitu/
Mitika |  People Who Are Speak Less And Calm, Soft Spoken | https://parenting.firstcry.com/articles/name-meaning/mitika/
Sarsvati |  Goddess Of Education | https://parenting.firstcry.com/articles/name-meaning/sarsvati/
Shanmuki |  Na | https://parenting.firstcry.com/articles/name-meaning/shanmuki/
Jency |  God Has Blessed, Handsome And Loving Person.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/jency/
Varija |  LotusSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/varija/
Rajalakshmi |  Goddess Lakshmi, Radiant Lakshmi, One Of Many Names Of Goddess Lakshmi | https://parenting.firstcry.com/articles/name-meaning/rajalakshmi/
Yaswitha |  Success, Favourable Outcome, Prosperitysuccess | https://parenting.firstcry.com/articles/name-meaning/yaswitha/
Chakshu |  Mesmerising Pair Of EyesSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chakshu-2/
Shulda |  White, Colourless, Snowy, Bright, Shining, Sparkling, Pure, Unmixed, Clarifiedwhite, Another Name For Goddess Saraswati | https://parenting.firstcry.com/articles/name-meaning/shulda/
Homa |  Pheonix, Born Out Of Sacred Fire, A Mythical BirdSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/homa/
Shakambhari |  The Herb | https://parenting.firstcry.com/articles/name-meaning/shakambhari/
Indulekha |  The Moon | https://parenting.firstcry.com/articles/name-meaning/indulekha/
Taarika |  Starlet, Divine, Godly, Spirituala Small Star, Film Actress, A Little Star, A Flower | https://parenting.firstcry.com/articles/name-meaning/taarika/
Venya |  Stream, Brook, River, Beloved, Darling, Loved, Desirable, Attractive, Eligiblestream | https://parenting.firstcry.com/articles/name-meaning/venya/
Neethika |  Principled, Moral, Virtuous, Righteous, Scrupulousprincipled, Moral Person, The One Who Is Trustworthy And Honest. | https://parenting.firstcry.com/articles/name-meaning/neethika/
Nerisha |  That Can Reveal Hidden Treasure | https://parenting.firstcry.com/articles/name-meaning/nerisha/
Tamasa |  Darkness, Dark, Tenebrosity, Tenebrositya River, A River | https://parenting.firstcry.com/articles/name-meaning/tamasa/
Prakyamshita |  Great, Considerable, Large, Appear, Become Visible, Pop Upgreat | https://parenting.firstcry.com/articles/name-meaning/prakyamshita/
Ujvala |  Bright, Shining, Sparkling, Lighted | https://parenting.firstcry.com/articles/name-meaning/ujvala/
Visalakshi |  Goddess Durga, Epithet Of Parvati, Name Of A Daughter Of Shandilya, Large Eyed, Name Of The Deity Worshipped At Banaras | https://parenting.firstcry.com/articles/name-meaning/visalakshi/
Vishwambhari |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/vishwambhari/
Sinjini |  Sound Of Ankle Bell, The Sound The Anklet Makes | https://parenting.firstcry.com/articles/name-meaning/sinjini/
Cammy |  She Is A Priest'S HelperSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/cammy/
Vishwambhari |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/vishwambhari/
Sinjini |  Sound Of Ankle Bell, The Sound The Anklet Makes | https://parenting.firstcry.com/articles/name-meaning/sinjini/
Cammy |  She Is A Priest'S HelperSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/cammy/
Gaura |  White, Colourless, Snowy, Beautiful, Attractive, Lovelyfair Skinned, Goddess Parvati Also A Name Of A RaagaSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/gaura/
Trishana |  Thirst, Aspiration, Carving For Something | https://parenting.firstcry.com/articles/name-meaning/trishana/
Lavali |  Clove, Vine, Aromatic Flower Buds Of The Plant CloveSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/lavali/
Manasavi |  Good | https://parenting.firstcry.com/articles/name-meaning/manasavi/
Chandravadana |  Moon Faced, Goddess Lakshmi | https://parenting.firstcry.com/articles/name-meaning/chandravadana/
Shrutuja |  Auspicious, Favourable, Opportuneauspicious | https://parenting.firstcry.com/articles/name-meaning/shrutuja/
Shenaya |  God Is Gracious | https://parenting.firstcry.com/articles/name-meaning/shenaya/
Saudamini |  Lightning | https://parenting.firstcry.com/articles/name-meaning/saudamini/
Shreyashree |  Beautiful, Attractive, Lovelygoddess Lakshmi, Shreya  | https://parenting.firstcry.com/articles/name-meaning/shreyashree/
Hrishika |  The Village Of Birth | https://parenting.firstcry.com/articles/name-meaning/hrishika/
Paramgeet |  The Highest Song Of Bliss, Most Divine Song, Spiritualy Superior SongSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/paramgeet-2/
Poshitha |  Nourished, Defended, Loved | https://parenting.firstcry.com/articles/name-meaning/poshitha/
Teju |  Full Of Light | https://parenting.firstcry.com/articles/name-meaning/teju/
Jaganmata |  Mother Of The World, Goddess Lakshmi, Goddess Durga, She Is The Mother Of The UniverseSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/jaganmata/
Shyamala |  Dusky, Shadowy, Unlit, Blackish, Dark ComplexionedSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/shyamala/
Ehani |  Song, Air, LaysongSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/ehani/
Rema |  Riches, Money, Opulence, Splendor, Magnificence, Majesty, Vermillion, Goddess Durga, A Wife, The Goddess Of Fortune, Good Luck, Red Earth, Name Of... | https://parenting.firstcry.com/articles/name-meaning/rema-2/
Bhanumathi |  Beautiful, Attractive, Lovely, Famous, Well Known, Renownedbeautiful | https://parenting.firstcry.com/articles/name-meaning/bhanumathi/
Mangalya |  Pious, Religious, Sanctimonious, Pure, Unmixed, Clarifiedpious | https://parenting.firstcry.com/articles/name-meaning/mangalya/
Daivya |  A Divine BeingSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/daivya-2/
Praharshini |  One Who Makes Others Happy | https://parenting.firstcry.com/articles/name-meaning/praharshini/
Bhawanee |  Goddess Parvati, Consort Of Bhava I.E. Parvatee, Name Of A Goddess Of Shakti Cult, Name Of A River, Name Of The... | https://parenting.firstcry.com/articles/name-meaning/bhawanee/
Chakrika |  Goddess Lakshmi, The Goddess Who Has The Divine Wheel, Another Name Of Lord Vishnu'S Wife, Goddess LaxmiSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chakrika/
Ardvisura |  Brilliant Waters. It'S The Name Of A River In Iran And An Angel Who Is Identified With The Sacred Waters. | https://parenting.firstcry.com/articles/name-meaning/ardvisura/
Saharika |  Goddess Durga Devi | https://parenting.firstcry.com/articles/name-meaning/saharika/
Neeladree |  The Nilgiris, Blue Mountain, Blue Peak, The Top Of The Mountain Reflects Blue Color. | https://parenting.firstcry.com/articles/name-meaning/neeladree-2/
Striratna |  Goddess Laxmi, Gem Of A Woman, Another Name Of Goddess Laxmi | https://parenting.firstcry.com/articles/name-meaning/striratna/
Saharika |  Goddess Durga Devi | https://parenting.firstcry.com/articles/name-meaning/saharika/
Neeladree |  The Nilgiris, Blue Mountain, Blue Peak, The Top Of The Mountain Reflects Blue Color. | https://parenting.firstcry.com/articles/name-meaning/neeladree-2/
Striratna |  Goddess Laxmi, Gem Of A Woman, Another Name Of Goddess Laxmi | https://parenting.firstcry.com/articles/name-meaning/striratna/
Pearly |  Pearl Pearly Just Similar To Pearl, One Who Is Like The Gem In The OceanSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pearly/
Izumi |  Water Spring | https://parenting.firstcry.com/articles/name-meaning/izumi/
Vinati |  Prayer, Invocation, Orison, Request, Appeal, Application, Humility, Modesty | https://parenting.firstcry.com/articles/name-meaning/vinati/
Yaadhavi |  Goddess Durga | https://parenting.firstcry.com/articles/name-meaning/yaadhavi/
Arshdeep |  Natkhat Bachhi | https://parenting.firstcry.com/articles/name-meaning/arshdeep-2/
Dayanishka |  Na | https://parenting.firstcry.com/articles/name-meaning/dayanishka/
Jehane |  God Is Merciful Forever.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/jehane/
Jenifar |  The Fairer Of AllSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/jenifar/
Johne |  The Modern Feminine Of The Name John Or Jon, Person Having A Need To Analyze The WorldSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/johne/
Swetcha |  Freedom, Liberty, Amnestyfreedom | https://parenting.firstcry.com/articles/name-meaning/swetcha/
Pratha |  Trend, Tendency, Bias, Custom, Tradition, Shibbolethtrend | https://parenting.firstcry.com/articles/name-meaning/pratha-2/
Sonaya |  Na | https://parenting.firstcry.com/articles/name-meaning/sonaya/
Pampa |  River, Watercourse, Canalriver, A Lake In Chitrakoot MountainsSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pampa/
Pramada |  Woman, Lady, Matron, Delightful, Very Pleasant, Enjoyable, Beautiful, Attractive, Lovelywoman, Beautiful And Wise WomanSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/pramada/
Ketki |  A Cream Colored Flower, A Flower, Ketki Means Cream Coloured FlowerSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/ketki/
Charulatha |  Beautiful Creeper | https://parenting.firstcry.com/articles/name-meaning/charulatha/
Subrata |  Saint, Named After A Jain God, Strict In Religious Vows (Subrata), Devoted To What Is Right | https://parenting.firstcry.com/articles/name-meaning/subrata/
Madhumika |  Na | https://parenting.firstcry.com/articles/name-meaning/madhumika/
Tulaja |  Indian Goddess Of Mercy, Kundalini Shakti And Slayer Of Evil | https://parenting.firstcry.com/articles/name-meaning/tulaja-2/
Jyotsana |  Lustre, Sheen, Brilliancegoddess Durga, Moon Light | https://parenting.firstcry.com/articles/name-meaning/jyotsana/
Roop |  Goddess Durga, A Kind Of Bird, Commonly Called Mainaa, A Bow Or Stick Used For Playing Any Stringed Instrument, Name Of... | https://parenting.firstcry.com/articles/name-meaning/roop-2/
Charithra |  History, The Past, Days Of Yorehistory | https://parenting.firstcry.com/articles/name-meaning/charithra/
Manveeta |  Most Respectable | https://parenting.firstcry.com/articles/name-meaning/manveeta/
Dhanapriya |  Loved By Wealth | https://parenting.firstcry.com/articles/name-meaning/dhanapriya/
Fenna |  Guardian Of Peace, A Feeling Of PeaceSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/fenna/
Sharnay |  Na | https://parenting.firstcry.com/articles/name-meaning/sharnay/
Bansri |  Flute, Instrument Played By Lord Krishna | https://parenting.firstcry.com/articles/name-meaning/bansri/
Sri Sai |  Sai | https://parenting.firstcry.com/articles/name-meaning/sri-sai/
Prishi |  One Who Attends Ukzn And Is Tall | https://parenting.firstcry.com/articles/name-meaning/prishi/
Sretama |  Na | https://parenting.firstcry.com/articles/name-meaning/sretama/
Tharani |  Boat, Vessel, Keelthe Earth | https://parenting.firstcry.com/articles/name-meaning/tharani/
Tejesvini |  Na | https://parenting.firstcry.com/articles/name-meaning/tejesvini/
Zeyo |  RoundedSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/zeyo/
Nayna |  Name Of A Goddess, Beautiful Eyed, The Beautiful Eyes | https://parenting.firstcry.com/articles/name-meaning/nayna/
Haley |  Clearing, Glade, Meadow, Field, Leahay FieldSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/haley/
Chitralekha |  As Beautiful As A Picture, A Beautiful Picture | https://parenting.firstcry.com/articles/name-meaning/chitralekha/
Devipriya |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/devipriya-2/
Jaelyn |  A Woman Who Is A SupplanterSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/jaelyn/
Vrishti |  Rain, Rainfall, The Wetrain | https://parenting.firstcry.com/articles/name-meaning/vrishti/
Muthunagai |  Smiles Like A Pearl | https://parenting.firstcry.com/articles/name-meaning/muthunagai/
Naagadhvani |  Name Of A Raga | https://parenting.firstcry.com/articles/name-meaning/naagadhvani/
Maubani |  Sweet Female, Sweet Girl, A Honey Like Sweet ChildSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/maubani/
Mriganetra |  One With Deer Like Beautiful Eyes, Fawn Eyed, Deer'S Eye | https://parenting.firstcry.com/articles/name-meaning/mriganetra/
Tatini |  River, Watercourse, CanalriverSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/tatini/
Daksina |  Donation MadeSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/daksina/
Shradhani |  Ever Wealthy | https://parenting.firstcry.com/articles/name-meaning/shradhani/
Hariganga |  Ganga Of Lord Vishnu | https://parenting.firstcry.com/articles/name-meaning/hariganga-2/
Tanishia |  Na | https://parenting.firstcry.com/articles/name-meaning/tanishia-2/
Reetika |  Joy, Delight, Enjoyment, Generous, Liberal, Bounteous, Truthful, Honest, Candidjoy, Of Truth, A Small Flowing River Or Stream | https://parenting.firstcry.com/articles/name-meaning/reetika/
Samiya |  Elevated, Raised, Lofty, Tall, Imposing, Incomparable, Without Equal, Transcendentelevated, Exalted, Praised, A Sublime, High Person | https://parenting.firstcry.com/articles/name-meaning/samiya/
Shivanjali |  Goddess Parvati, A Part Of Shiv (Wife Of Lord Shiva) | https://parenting.firstcry.com/articles/name-meaning/shivanjali/
Dhea |  Kindness, Kindliness, Consideration, Goddess | https://parenting.firstcry.com/articles/name-meaning/dhea/
Nalika |  Lotus, The Stem Of Lotus Flower | https://parenting.firstcry.com/articles/name-meaning/nalika/
Nilashri |  Blue Beauty, Loveliness Or Attractiveness Of Blue Color. | https://parenting.firstcry.com/articles/name-meaning/nilashri/
Santusha |  Na | https://parenting.firstcry.com/articles/name-meaning/santusha/
Vibhusha |  Lord Vishnu, One Who Loves Tulsi (Basil) | https://parenting.firstcry.com/articles/name-meaning/vibhusha/
Chambal |  A River In India Covers Uttar Pradesh And Madhya Pradesh | https://parenting.firstcry.com/articles/name-meaning/chambal/
Vibhusha |  Lord Vishnu, One Who Loves Tulsi (Basil) | https://parenting.firstcry.com/articles/name-meaning/vibhusha/
Chambal |  A River In India Covers Uttar Pradesh And Madhya Pradesh | https://parenting.firstcry.com/articles/name-meaning/chambal/
Dhan Laxmi |  God Of Currency | https://parenting.firstcry.com/articles/name-meaning/dhan-laxmi/
Heta |  Love, Deep Affection, Devotionlove | https://parenting.firstcry.com/articles/name-meaning/heta/
Taruni |  Young Girl, Young Woman, A Young Girl | https://parenting.firstcry.com/articles/name-meaning/taruni/
Tufani |  Refers To A Very Strong Blowing. | https://parenting.firstcry.com/articles/name-meaning/tufani/
Sanjita |  Triumphant, Victorious, Undefeated, Flute, Too Powerful To Be Defeated | https://parenting.firstcry.com/articles/name-meaning/sanjita/
Chandramallika |  Queen Who Resides On Moon | https://parenting.firstcry.com/articles/name-meaning/chandramallika/
Ekta |  Unity, Union, Coalition, Harmony, Euphony, Tunefulnessunity | https://parenting.firstcry.com/articles/name-meaning/ekta-2/
Sudharani |  Nectar, Amrit, Earth, World, Landnectar, Daughter | https://parenting.firstcry.com/articles/name-meaning/sudharani/
Hemali |  Ice, Frozen Water, Iceberg, Glacierice, Cold Like Ice, Golden Skinned, To Bring WealthSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/hemali/
Monikanchan |  Jewellery And Gold, Ornament Of GoldSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/monikanchan/
Akshainie |  Goddess Parvati, Akshan  | https://parenting.firstcry.com/articles/name-meaning/akshainie/
Suhavi |  Beautiful, Attractive, Lovelybeautiful | https://parenting.firstcry.com/articles/name-meaning/suhavi/
Neelu |  Reflects Dark Navy Blue Color Or Gloomy Blue Color. | https://parenting.firstcry.com/articles/name-meaning/neelu/
Hema Lathi |  Golden, Gold | https://parenting.firstcry.com/articles/name-meaning/hema-lathi/
Varsheni |  Goddess Of Rain | https://parenting.firstcry.com/articles/name-meaning/varsheni/
Teijinderjit |  She Who Won God Of Grandeur | https://parenting.firstcry.com/articles/name-meaning/teijinderjit/
Nileema |  A Beauty By Its Blue Reflection | https://parenting.firstcry.com/articles/name-meaning/nileema/
Vadhi |  Lord Of The Gods | https://parenting.firstcry.com/articles/name-meaning/vadhi/
Sudhira |  Courageous, Brave, Undaunted, Calm, Serene, Equablecourageous, A Courageous And Calm Woman | https://parenting.firstcry.com/articles/name-meaning/sudhira/
Dishti |  Command, Order, Bid, Direction, Way, Orientation, Destiny, Future, Lotalways Happy, An Auspicious Event, Happiness | https://parenting.firstcry.com/articles/name-meaning/dishti/
Shayna |  Beautiful, Attractive, Lovelybeautiful | https://parenting.firstcry.com/articles/name-meaning/shayna/
Chhavi |  Reflection, Sending Back, Image, Likeness, Depiction, Radiance, Light, Luminescencereflection, Radiant, Reflection Of An ImageSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chhavi/
Chandrajyoti |  Moon Light, Light Of The MoonSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chandrajyoti/
Charuroopa |  Goddess Durga, Whose Form Is Exquisite | https://parenting.firstcry.com/articles/name-meaning/charuroopa/
Gehena |  Jewel, Gem, Baguette, Ornament, Knick | https://parenting.firstcry.com/articles/name-meaning/gehena/
Shivadooti |  Ambassador Of Lord Shiva | https://parenting.firstcry.com/articles/name-meaning/shivadooti/
Harshala |  Happiness, Contentment, Exuberance, Delighted, Very Pleased, Enchantedhappiness | https://parenting.firstcry.com/articles/name-meaning/harshala-2/
Unnathi |  Progress, Forward Movement, Going, Wealth, Affluence, Mammon, Success, Favourable Outcome, Prosperityprogress, High Point | https://parenting.firstcry.com/articles/name-meaning/unnathi/
Shivadooti |  Ambassador Of Lord Shiva | https://parenting.firstcry.com/articles/name-meaning/shivadooti/
Harshala |  Happiness, Contentment, Exuberance, Delighted, Very Pleased, Enchantedhappiness | https://parenting.firstcry.com/articles/name-meaning/harshala-2/
Unnathi |  Progress, Forward Movement, Going, Wealth, Affluence, Mammon, Success, Favourable Outcome, Prosperityprogress, High Point | https://parenting.firstcry.com/articles/name-meaning/unnathi/
Moulya |  Together, With Each Other, In Cahootstogether | https://parenting.firstcry.com/articles/name-meaning/moulya/
Shooldharini |  One Who Holds A Monodent | https://parenting.firstcry.com/articles/name-meaning/shooldharini/
Surajeet |  Conqueror Of The Suras, Victorious Devotee | https://parenting.firstcry.com/articles/name-meaning/surajeet/
Jaimi |  Pet Form Of James Used As A Womans Name | https://parenting.firstcry.com/articles/name-meaning/jaimi-2/
Meghna |  Cloud, Mass, Swarmcloud, River Ganges, A CloudSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/meghna/
Saijasi |  Na | https://parenting.firstcry.com/articles/name-meaning/saijasi/
Gunjika |  Humming, Reflection, Sending Back, Image, Meditation, Contemplation, Cerebrationhumming, Buzzing, Music, MelodiousSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/gunjika-2/
Oorja |  Energy, Vitality, Strength, Affectionate, Loving, Sympathetic, Daughter, Female Child, Lassenergy, Nutrition, Breath, The Energy Or The PowerSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/oorja/
Charutha |  Loveliness, Beautiful Girl | https://parenting.firstcry.com/articles/name-meaning/charutha/
Mehuli |  A Small Rain Cloud, Mehuli Derived From A Sanskrit Word That Means A Very Small Rainy Cloud.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/mehuli/
Subhangi |  A Beautiful Lady | https://parenting.firstcry.com/articles/name-meaning/subhangi/
Senora |  Chamorro Word For Lady.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/senora/
Taza |  Fresh, Newly Harvested, Rawfresh, The Fresh And The NewSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/taza/
Kratika |  Na | https://parenting.firstcry.com/articles/name-meaning/kratika/
Bansuri |  Flute | https://parenting.firstcry.com/articles/name-meaning/bansuri-2/
Chandika |  Devi, Diminutive Of Chandana, A GoddessSimilar Names: | https://parenting.firstcry.com/articles/name-meaning/chandika/
Niju |  Pansophist, Scholar, Academic, Authority, Obfuscator, Doctrinaire, Obscurantist.Similar Names: | https://parenting.firstcry.com/articles/name-meaning/niju/
Giritarangi |  The Meaning Of The Name Is Mountain Stream | https://parenting.firstcry.com/articles/name-meaning/giritarangi/
